id,schedule_id,route_stop_id,arrival_time,departure_time,is_boarding_allowed,is_dropping_allowed,created_at
55b7b149-f8a7-5596-9065-06ba1b4b2d44,4eed0ca2-04b7-5aa0-bf2f-aeca8e52820d,d3edd848-e47a-55f7-a81e-6c536814ae9e,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
4d7ad9a0-1054-5d5e-b913-f1903cc78471,4eed0ca2-04b7-5aa0-bf2f-aeca8e52820d,04aedd4a-9949-5896-b4c1-586312eef921,04:00:00,04:10:00,true,true,2026-09-01T09:00:00+05:30
05e5e66d-9b05-5da7-affa-343b5d11998f,4eed0ca2-04b7-5aa0-bf2f-aeca8e52820d,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,06:30:00,06:30:00,false,true,2026-09-01T09:00:00+05:30
7bd46e49-4edd-586f-b74b-01eb66b6e420,f1d67e7a-52e4-5a7f-9257-03144918d742,e59ba1c8-1798-5ee2-93d5-06db16def156,22:00:00,22:00:00,true,false,2026-09-01T09:00:00+05:30
0e4d33cd-50d7-5c4f-a626-cc9516c383ae,f1d67e7a-52e4-5a7f-9257-03144918d742,d3edd848-e47a-55f7-a81e-6c536814ae9e,03:00:00,03:10:00,true,true,2026-09-01T09:00:00+05:30
cf5e9878-517d-5b34-965e-c7cf8a876e9d,f1d67e7a-52e4-5a7f-9257-03144918d742,04aedd4a-9949-5896-b4c1-586312eef921,05:30:00,05:40:00,true,true,2026-09-01T09:00:00+05:30
69d35b3a-d0c9-542d-936a-5432c51f8610,f1d67e7a-52e4-5a7f-9257-03144918d742,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,08:00:00,08:00:00,false,true,2026-09-01T09:00:00+05:30
165ad33b-d915-53ec-9b9b-230767443cd4,dfab8b6d-6e0b-5116-99e8-182a06d74ea6,e59ba1c8-1798-5ee2-93d5-06db16def156,14:00:00,14:00:00,true,false,2026-09-01T09:00:00+05:30
4702fe97-6d52-5762-b8d2-dc240a8a2bfe,dfab8b6d-6e0b-5116-99e8-182a06d74ea6,d3edd848-e47a-55f7-a81e-6c536814ae9e,19:00:00,19:10:00,true,true,2026-09-01T09:00:00+05:30
74654a14-1e19-58df-92ed-81331579162e,dfab8b6d-6e0b-5116-99e8-182a06d74ea6,04aedd4a-9949-5896-b4c1-586312eef921,21:30:00,21:40:00,true,true,2026-09-01T09:00:00+05:30
f4687e90-3530-5304-b2f7-8ef4c672ce60,dfab8b6d-6e0b-5116-99e8-182a06d74ea6,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,00:00:00,00:00:00,false,true,2026-09-01T09:00:00+05:30
5d190b43-a0f9-5f72-b605-ff3211482ad4,9f82a59c-946e-5277-8618-59223ea7c134,e59ba1c8-1798-5ee2-93d5-06db16def156,18:00:00,18:00:00,true,false,2026-09-01T09:00:00+05:30
d9571dfb-874d-5bc0-ae1e-b70e108bf866,9f82a59c-946e-5277-8618-59223ea7c134,d3edd848-e47a-55f7-a81e-6c536814ae9e,23:00:00,23:10:00,true,true,2026-09-01T09:00:00+05:30
00df9dc4-8867-5682-8987-7fd9b2b9c1ce,9f82a59c-946e-5277-8618-59223ea7c134,04aedd4a-9949-5896-b4c1-586312eef921,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
1bcb6142-5cbb-52bb-a16c-a521676396d3,9f82a59c-946e-5277-8618-59223ea7c134,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,04:00:00,04:00:00,false,true,2026-09-01T09:00:00+05:30
2e674f1e-36de-50ec-b4ca-7b5b388ea866,4b3c13cc-9a90-5c7c-a969-dea21c1eb107,e59ba1c8-1798-5ee2-93d5-06db16def156,20:30:00,20:30:00,true,false,2026-09-01T09:00:00+05:30
52d24196-62f6-528a-97d0-56b017a3f0d2,4b3c13cc-9a90-5c7c-a969-dea21c1eb107,d3edd848-e47a-55f7-a81e-6c536814ae9e,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
d2c59a35-e8f8-5ccb-95dd-12db6b9b34aa,4b3c13cc-9a90-5c7c-a969-dea21c1eb107,04aedd4a-9949-5896-b4c1-586312eef921,04:00:00,04:10:00,true,true,2026-09-01T09:00:00+05:30
6cf75591-19c4-5079-8eb9-b571b95fa053,4b3c13cc-9a90-5c7c-a969-dea21c1eb107,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,06:30:00,06:30:00,false,true,2026-09-01T09:00:00+05:30
b75ce940-907d-5161-8c7b-0febb8e29bc3,5f333559-ce19-5bd2-b10b-068ff124aac1,e59ba1c8-1798-5ee2-93d5-06db16def156,22:00:00,22:00:00,true,false,2026-09-01T09:00:00+05:30
1979c213-6eb0-5544-b943-f4ecbee9f85f,5f333559-ce19-5bd2-b10b-068ff124aac1,d3edd848-e47a-55f7-a81e-6c536814ae9e,03:00:00,03:10:00,true,true,2026-09-01T09:00:00+05:30
9f059d0b-7113-57f2-9635-b0ab72536775,5f333559-ce19-5bd2-b10b-068ff124aac1,04aedd4a-9949-5896-b4c1-586312eef921,05:30:00,05:40:00,true,true,2026-09-01T09:00:00+05:30
92c97077-ffa9-56bf-940d-de9f2ed20d9b,5f333559-ce19-5bd2-b10b-068ff124aac1,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,08:00:00,08:00:00,false,true,2026-09-01T09:00:00+05:30
2241cd3c-c07f-5a99-9355-fe5a11c07ffb,12eb06d1-b16c-5e72-93d3-bc6a9ec56206,e59ba1c8-1798-5ee2-93d5-06db16def156,06:00:00,06:00:00,true,false,2026-09-01T09:00:00+05:30
283f4828-ce25-583c-b13e-ec47c22d17cb,12eb06d1-b16c-5e72-93d3-bc6a9ec56206,d3edd848-e47a-55f7-a81e-6c536814ae9e,11:00:00,11:10:00,true,true,2026-09-01T09:00:00+05:30
65ea6aaf-941a-59f9-8bdf-3be84021f0fa,12eb06d1-b16c-5e72-93d3-bc6a9ec56206,04aedd4a-9949-5896-b4c1-586312eef921,13:30:00,13:40:00,true,true,2026-09-01T09:00:00+05:30
8934aa3b-6a12-542e-9680-a1cf087d8245,12eb06d1-b16c-5e72-93d3-bc6a9ec56206,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,16:00:00,16:00:00,false,true,2026-09-01T09:00:00+05:30
6e8e3fdc-0433-5a74-b06f-d3fc54d304f2,762336b1-4ad0-5f88-af16-bdad964daecf,e59ba1c8-1798-5ee2-93d5-06db16def156,18:00:00,18:00:00,true,false,2026-09-01T09:00:00+05:30
49b1bb41-674b-56d9-b32c-2de709dc5524,762336b1-4ad0-5f88-af16-bdad964daecf,d3edd848-e47a-55f7-a81e-6c536814ae9e,23:00:00,23:10:00,true,true,2026-09-01T09:00:00+05:30
86c82a80-cbbb-5b79-8428-7c87924f022f,762336b1-4ad0-5f88-af16-bdad964daecf,04aedd4a-9949-5896-b4c1-586312eef921,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
14a633f7-2e5e-5eae-9a88-4eb71e698fbc,762336b1-4ad0-5f88-af16-bdad964daecf,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,04:00:00,04:00:00,false,true,2026-09-01T09:00:00+05:30
b2ab807b-bdb9-5b44-a573-ed449c5f85bb,c9c4f145-b87a-5ced-bdd3-82b63d32ab8c,e59ba1c8-1798-5ee2-93d5-06db16def156,20:30:00,20:30:00,true,false,2026-09-01T09:00:00+05:30
9a194c36-565e-5149-a938-9ed752eff3c0,c9c4f145-b87a-5ced-bdd3-82b63d32ab8c,d3edd848-e47a-55f7-a81e-6c536814ae9e,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
be180a93-bca0-5265-9600-7f64f4b0f28f,c9c4f145-b87a-5ced-bdd3-82b63d32ab8c,04aedd4a-9949-5896-b4c1-586312eef921,04:00:00,04:10:00,true,true,2026-09-01T09:00:00+05:30
0603fdbd-19a2-5675-9aa1-8ac00fae31fb,c9c4f145-b87a-5ced-bdd3-82b63d32ab8c,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,06:30:00,06:30:00,false,true,2026-09-01T09:00:00+05:30
79a647c0-0e61-5703-a5b8-5a6c6593e79a,8cd3526a-a934-5291-94de-20cf4ea57e5c,e59ba1c8-1798-5ee2-93d5-06db16def156,22:00:00,22:00:00,true,false,2026-09-01T09:00:00+05:30
8fb91bfd-1591-5881-9169-c47a1a695149,8cd3526a-a934-5291-94de-20cf4ea57e5c,d3edd848-e47a-55f7-a81e-6c536814ae9e,03:00:00,03:10:00,true,true,2026-09-01T09:00:00+05:30
afbf3402-e604-5fb8-956a-696f6f5db718,8cd3526a-a934-5291-94de-20cf4ea57e5c,04aedd4a-9949-5896-b4c1-586312eef921,05:30:00,05:40:00,true,true,2026-09-01T09:00:00+05:30
0bcbc6b5-c853-5681-93c3-4271f336187a,8cd3526a-a934-5291-94de-20cf4ea57e5c,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,08:00:00,08:00:00,false,true,2026-09-01T09:00:00+05:30
13fa6fa9-e7c9-5d2e-a993-39fba7338400,14adf3aa-64b6-520d-93cd-c6f0b00efac0,e59ba1c8-1798-5ee2-93d5-06db16def156,06:00:00,06:00:00,true,false,2026-09-01T09:00:00+05:30
e23fb3fc-ca37-539e-bc8a-e0eaf279e78d,14adf3aa-64b6-520d-93cd-c6f0b00efac0,d3edd848-e47a-55f7-a81e-6c536814ae9e,11:00:00,11:10:00,true,true,2026-09-01T09:00:00+05:30
98065ece-6ff9-52d6-9b40-bd1709dc557b,14adf3aa-64b6-520d-93cd-c6f0b00efac0,04aedd4a-9949-5896-b4c1-586312eef921,13:30:00,13:40:00,true,true,2026-09-01T09:00:00+05:30
386f3a2e-31cf-5286-8a88-4a59e563f9f6,14adf3aa-64b6-520d-93cd-c6f0b00efac0,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,16:00:00,16:00:00,false,true,2026-09-01T09:00:00+05:30
00b9b8f5-dcd5-5182-abfd-dec0a4bfbc6f,30ef0a0a-8968-58d2-8390-922e564222e1,e59ba1c8-1798-5ee2-93d5-06db16def156,09:30:00,09:30:00,true,false,2026-09-01T09:00:00+05:30
8783ff03-f930-5ced-a5a6-b826c77dbeb2,30ef0a0a-8968-58d2-8390-922e564222e1,d3edd848-e47a-55f7-a81e-6c536814ae9e,14:30:00,14:40:00,true,true,2026-09-01T09:00:00+05:30
8938189f-8f12-5e7d-af8d-521c09270c48,30ef0a0a-8968-58d2-8390-922e564222e1,04aedd4a-9949-5896-b4c1-586312eef921,17:00:00,17:10:00,true,true,2026-09-01T09:00:00+05:30
7f71aa32-fb52-5432-86f6-289cf5a23d61,30ef0a0a-8968-58d2-8390-922e564222e1,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,19:30:00,19:30:00,false,true,2026-09-01T09:00:00+05:30
20c7feca-4e3a-536c-a64e-cba111e41176,4f554316-2efb-5211-9d57-eb56be32d232,e59ba1c8-1798-5ee2-93d5-06db16def156,20:30:00,20:30:00,true,false,2026-09-01T09:00:00+05:30
1699d129-2fe8-52cd-bb9f-fb2135a66c70,4f554316-2efb-5211-9d57-eb56be32d232,d3edd848-e47a-55f7-a81e-6c536814ae9e,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
3216372f-24ab-5f96-91f9-8ab389188f91,4f554316-2efb-5211-9d57-eb56be32d232,04aedd4a-9949-5896-b4c1-586312eef921,04:00:00,04:10:00,true,true,2026-09-01T09:00:00+05:30
45fd4533-477e-5524-bea9-37b7d9b2f94c,4f554316-2efb-5211-9d57-eb56be32d232,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,06:30:00,06:30:00,false,true,2026-09-01T09:00:00+05:30
be3e5046-6927-54c2-9069-bc1e87d85e41,795790d8-5403-512f-855a-0177e6e23fc5,e59ba1c8-1798-5ee2-93d5-06db16def156,22:00:00,22:00:00,true,false,2026-09-01T09:00:00+05:30
3c909385-9629-55d7-8c11-c8c727fe90f8,795790d8-5403-512f-855a-0177e6e23fc5,d3edd848-e47a-55f7-a81e-6c536814ae9e,03:00:00,03:10:00,true,true,2026-09-01T09:00:00+05:30
921bd772-883d-56e1-9f83-36f6487189cc,795790d8-5403-512f-855a-0177e6e23fc5,04aedd4a-9949-5896-b4c1-586312eef921,05:30:00,05:40:00,true,true,2026-09-01T09:00:00+05:30
8d251403-7ff1-5dc5-add8-ccf161d2d530,795790d8-5403-512f-855a-0177e6e23fc5,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,08:00:00,08:00:00,false,true,2026-09-01T09:00:00+05:30
f445e92f-c426-5ee2-b866-651fda5ce42d,9d940cfc-b62d-574a-bbf8-747051d31ac6,e59ba1c8-1798-5ee2-93d5-06db16def156,06:00:00,06:00:00,true,false,2026-09-01T09:00:00+05:30
efff487e-ca11-5e68-a1b6-c90353270b56,9d940cfc-b62d-574a-bbf8-747051d31ac6,d3edd848-e47a-55f7-a81e-6c536814ae9e,11:00:00,11:10:00,true,true,2026-09-01T09:00:00+05:30
c8147002-6b23-52d1-963e-37cd0d04c04f,9d940cfc-b62d-574a-bbf8-747051d31ac6,04aedd4a-9949-5896-b4c1-586312eef921,13:30:00,13:40:00,true,true,2026-09-01T09:00:00+05:30
710d7c51-3601-5b5b-9734-86812fb470e5,9d940cfc-b62d-574a-bbf8-747051d31ac6,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,16:00:00,16:00:00,false,true,2026-09-01T09:00:00+05:30
5cb56757-1101-5213-be9c-58907c4d8b91,f846ef13-107d-56a4-8c93-540faf1b673d,e59ba1c8-1798-5ee2-93d5-06db16def156,09:30:00,09:30:00,true,false,2026-09-01T09:00:00+05:30
b891f1e4-f5a3-59a3-ae57-49360419421e,f846ef13-107d-56a4-8c93-540faf1b673d,d3edd848-e47a-55f7-a81e-6c536814ae9e,14:30:00,14:40:00,true,true,2026-09-01T09:00:00+05:30
55ccc1cb-434a-5d03-af5c-54e11f406902,f846ef13-107d-56a4-8c93-540faf1b673d,04aedd4a-9949-5896-b4c1-586312eef921,17:00:00,17:10:00,true,true,2026-09-01T09:00:00+05:30
5f2d177a-637f-5b71-baee-745e255e8780,f846ef13-107d-56a4-8c93-540faf1b673d,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,19:30:00,19:30:00,false,true,2026-09-01T09:00:00+05:30
be0008ff-c67b-5bb2-8854-c82e599ceb11,0f0b63ce-85e2-5d31-8773-1a1f39eed271,e59ba1c8-1798-5ee2-93d5-06db16def156,14:00:00,14:00:00,true,false,2026-09-01T09:00:00+05:30
f07c2f12-5ffa-5a6c-82e3-59621b3e1cc5,0f0b63ce-85e2-5d31-8773-1a1f39eed271,d3edd848-e47a-55f7-a81e-6c536814ae9e,19:00:00,19:10:00,true,true,2026-09-01T09:00:00+05:30
384bc6c3-076a-5c0b-b09c-e294079195ba,0f0b63ce-85e2-5d31-8773-1a1f39eed271,04aedd4a-9949-5896-b4c1-586312eef921,21:30:00,21:40:00,true,true,2026-09-01T09:00:00+05:30
bea18305-e331-5b3e-9916-ad9f44ab191e,0f0b63ce-85e2-5d31-8773-1a1f39eed271,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,00:00:00,00:00:00,false,true,2026-09-01T09:00:00+05:30
28219893-0e29-5ad5-b18a-a81fe773ae86,df766d1d-d627-5a8c-b62a-b0ae13cea34f,e59ba1c8-1798-5ee2-93d5-06db16def156,22:00:00,22:00:00,true,false,2026-09-01T09:00:00+05:30
3439f724-bad7-5f97-8a10-e63ead81b616,df766d1d-d627-5a8c-b62a-b0ae13cea34f,d3edd848-e47a-55f7-a81e-6c536814ae9e,03:00:00,03:10:00,true,true,2026-09-01T09:00:00+05:30
499c71ba-574c-59a1-8ec1-e8f384d373fa,df766d1d-d627-5a8c-b62a-b0ae13cea34f,04aedd4a-9949-5896-b4c1-586312eef921,05:30:00,05:40:00,true,true,2026-09-01T09:00:00+05:30
70652eab-f308-5c34-b250-20c25dfa8436,df766d1d-d627-5a8c-b62a-b0ae13cea34f,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,08:00:00,08:00:00,false,true,2026-09-01T09:00:00+05:30
58618533-9ad3-5e5d-9828-1acb0c487368,0b5512f7-bc0e-56e9-a5e9-70b0db2fc716,e59ba1c8-1798-5ee2-93d5-06db16def156,06:00:00,06:00:00,true,false,2026-09-01T09:00:00+05:30
708c0e4e-7a78-5d56-8520-81fb50b8b8c8,0b5512f7-bc0e-56e9-a5e9-70b0db2fc716,d3edd848-e47a-55f7-a81e-6c536814ae9e,11:00:00,11:10:00,true,true,2026-09-01T09:00:00+05:30
09482e3d-a564-5aa3-b969-01ef84388ac7,0b5512f7-bc0e-56e9-a5e9-70b0db2fc716,04aedd4a-9949-5896-b4c1-586312eef921,13:30:00,13:40:00,true,true,2026-09-01T09:00:00+05:30
800f808c-1309-5321-b971-3313f9559b27,0b5512f7-bc0e-56e9-a5e9-70b0db2fc716,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,16:00:00,16:00:00,false,true,2026-09-01T09:00:00+05:30
096e1489-db9d-5099-9bcb-3b8992a64f17,86998b84-b947-50ad-a4d6-789718d14dc5,e59ba1c8-1798-5ee2-93d5-06db16def156,09:30:00,09:30:00,true,false,2026-09-01T09:00:00+05:30
371e19f9-144a-542a-a21d-1f33929901d5,86998b84-b947-50ad-a4d6-789718d14dc5,d3edd848-e47a-55f7-a81e-6c536814ae9e,14:30:00,14:40:00,true,true,2026-09-01T09:00:00+05:30
7762a5c6-c2ea-5c13-8f2c-d1f1cd6b9e1f,86998b84-b947-50ad-a4d6-789718d14dc5,04aedd4a-9949-5896-b4c1-586312eef921,17:00:00,17:10:00,true,true,2026-09-01T09:00:00+05:30
4c9c1554-98a9-5da1-9e23-d38078ddd695,86998b84-b947-50ad-a4d6-789718d14dc5,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,19:30:00,19:30:00,false,true,2026-09-01T09:00:00+05:30
2b167100-ba7c-52b7-8954-018529bb6118,8fe360b8-245a-5e18-a887-3b01d3e9fb82,e59ba1c8-1798-5ee2-93d5-06db16def156,14:00:00,14:00:00,true,false,2026-09-01T09:00:00+05:30
4eb5702d-9af8-5a14-90f3-51d5ef336cc6,8fe360b8-245a-5e18-a887-3b01d3e9fb82,d3edd848-e47a-55f7-a81e-6c536814ae9e,19:00:00,19:10:00,true,true,2026-09-01T09:00:00+05:30
1cf93f68-c390-5f2d-bb36-9c402f529cca,8fe360b8-245a-5e18-a887-3b01d3e9fb82,04aedd4a-9949-5896-b4c1-586312eef921,21:30:00,21:40:00,true,true,2026-09-01T09:00:00+05:30
2b207d63-dc95-5bc8-ada0-70e606b347fa,8fe360b8-245a-5e18-a887-3b01d3e9fb82,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,00:00:00,00:00:00,false,true,2026-09-01T09:00:00+05:30
84de4feb-29e7-5b82-856f-43cef47dfd66,f578cafa-7ec9-574f-96da-29bc071e121b,e59ba1c8-1798-5ee2-93d5-06db16def156,18:00:00,18:00:00,true,false,2026-09-01T09:00:00+05:30
ab8d1315-73ba-5654-a3e1-70a1491a8b3d,f578cafa-7ec9-574f-96da-29bc071e121b,d3edd848-e47a-55f7-a81e-6c536814ae9e,23:00:00,23:10:00,true,true,2026-09-01T09:00:00+05:30
3e83f825-6f34-5cea-928a-1d48a633f5a2,f578cafa-7ec9-574f-96da-29bc071e121b,04aedd4a-9949-5896-b4c1-586312eef921,01:30:00,01:40:00,true,true,2026-09-01T09:00:00+05:30
80519ce7-80f0-5670-bc9a-c79366ddf530,f578cafa-7ec9-574f-96da-29bc071e121b,2f1514d9-f73e-50a2-94ae-8b5ef444f1a9,04:00:00,04:00:00,false,true,2026-09-01T09:00:00+05:30
174e7efd-e500-5966-a07e-8bb0c606f275,1fa407c3-28c5-5a75-8eaa-1a844f408fcb,e59ba1c8-1798-5ee2-93d5-06db16def156,06:00:00,06:00:00,true,false,2026-09-01T09:00:00+05:30
889921d0-eb3a-5458-85eb-508e62f01389,1fa407c3-28c5-5a75-8eaa-1a844f408fcb,d3edd848-e47a-55f7-a81e-6c536814ae9e,11:00:00,11:10:00,true,true,2026-09-01T09:00:00+05:30
