id,bus_id,seat_number,seat_type,row_number,column_number,is_active,created_at
b85c4a56-3ae8-5d0d-a2a9-3657dad5a980,d4dbebd9-c216-5978-9296-e1f221f76e5a,L13,LOWER,13,1,true,2025-02-01T09:00:00+05:30
d085a928-3c0b-5290-ac47-2b11a667a0a5,d4dbebd9-c216-5978-9296-e1f221f76e5a,L14,LOWER,14,1,true,2025-02-01T09:00:00+05:30
b096da05-d8b9-51af-a5f1-11573e5f74da,d4dbebd9-c216-5978-9296-e1f221f76e5a,L15,LOWER,15,1,true,2025-02-01T09:00:00+05:30
70902537-4339-52a6-9268-a6e1ad3cd72f,d4dbebd9-c216-5978-9296-e1f221f76e5a,U1,UPPER,1,2,true,2025-02-01T09:00:00+05:30
dc6cca7e-e637-5325-8895-095e9a3a12e4,d4dbebd9-c216-5978-9296-e1f221f76e5a,U2,UPPER,2,2,true,2025-02-01T09:00:00+05:30
c30e2d4e-c676-55cd-90a0-a1fe0ede3ab6,d4dbebd9-c216-5978-9296-e1f221f76e5a,U3,UPPER,3,2,true,2025-02-01T09:00:00+05:30
e813babb-39d0-5174-961a-ad196f560777,d4dbebd9-c216-5978-9296-e1f221f76e5a,U4,UPPER,4,2,true,2025-02-01T09:00:00+05:30
d132a472-0922-5c1b-bfce-93ed86c932bb,d4dbebd9-c216-5978-9296-e1f221f76e5a,U5,UPPER,5,2,true,2025-02-01T09:00:00+05:30
12964f43-d389-5f97-8259-e5fcedc71f98,d4dbebd9-c216-5978-9296-e1f221f76e5a,U6,UPPER,6,2,true,2025-02-01T09:00:00+05:30
d2c2f4c0-0e30-510c-8d40-5206d78e45f7,d4dbebd9-c216-5978-9296-e1f221f76e5a,U7,UPPER,7,2,true,2025-02-01T09:00:00+05:30
5b22f1be-94f2-58dd-870c-8eebf1369612,d4dbebd9-c216-5978-9296-e1f221f76e5a,U8,UPPER,8,2,true,2025-02-01T09:00:00+05:30
d5d65b4e-2ce5-5ebe-bce8-92c3cd2827c3,d4dbebd9-c216-5978-9296-e1f221f76e5a,U9,UPPER,9,2,true,2025-02-01T09:00:00+05:30
22b9d5f4-7300-5f2f-a508-dfd20094fa66,d4dbebd9-c216-5978-9296-e1f221f76e5a,U10,UPPER,10,2,true,2025-02-01T09:00:00+05:30
338b84f5-0a1d-5f21-9965-69ac094a3975,d4dbebd9-c216-5978-9296-e1f221f76e5a,U11,UPPER,11,2,true,2025-02-01T09:00:00+05:30
c3341fde-2c9a-5c3b-a616-4b618054c7f4,d4dbebd9-c216-5978-9296-e1f221f76e5a,U12,UPPER,12,2,true,2025-02-01T09:00:00+05:30
4c0faa04-cc4e-5ea5-978a-e685ff489b46,d4dbebd9-c216-5978-9296-e1f221f76e5a,U13,UPPER,13,2,true,2025-02-01T09:00:00+05:30
90d69f1e-b732-54ac-a0be-65e4f1a0f6e2,d4dbebd9-c216-5978-9296-e1f221f76e5a,U14,UPPER,14,2,true,2025-02-01T09:00:00+05:30
38ef463a-9653-595f-9b3d-e90b1a810e7d,d4dbebd9-c216-5978-9296-e1f221f76e5a,U15,UPPER,15,2,true,2025-02-01T09:00:00+05:30
4533ec41-990e-51de-8f44-1abaf4d16a87,6a43bb9a-fad9-594b-acc1-b1d420215e37,L1,LOWER,1,1,true,2025-02-01T09:00:00+05:30
f45be8f1-2607-54b0-bf0c-a006b3f53629,6a43bb9a-fad9-594b-acc1-b1d420215e37,L2,LOWER,2,1,true,2025-02-01T09:00:00+05:30
92e53f9a-3c37-5a36-9a06-cd02b328ff0a,6a43bb9a-fad9-594b-acc1-b1d420215e37,L3,LOWER,3,1,true,2025-02-01T09:00:00+05:30
c364acf8-343d-54fc-913b-e9f086b7d96e,6a43bb9a-fad9-594b-acc1-b1d420215e37,L4,LOWER,4,1,true,2025-02-01T09:00:00+05:30
d5b9f539-8745-5a3e-b713-39f94bce63fd,6a43bb9a-fad9-594b-acc1-b1d420215e37,L5,LOWER,5,1,true,2025-02-01T09:00:00+05:30
febaba66-5f1d-5e87-bbc2-d3e1e80eb303,6a43bb9a-fad9-594b-acc1-b1d420215e37,L6,LOWER,6,1,true,2025-02-01T09:00:00+05:30
bba2afac-77f4-55fb-bb59-aeb2b9722a28,6a43bb9a-fad9-594b-acc1-b1d420215e37,L7,LOWER,7,1,true,2025-02-01T09:00:00+05:30
c12ea128-b6d3-5769-a4be-0fd2415f3e2f,6a43bb9a-fad9-594b-acc1-b1d420215e37,L8,LOWER,8,1,true,2025-02-01T09:00:00+05:30
21a8f229-33e7-59a0-9260-720b344cc879,6a43bb9a-fad9-594b-acc1-b1d420215e37,L9,LOWER,9,1,true,2025-02-01T09:00:00+05:30
db4de6b0-41fe-55da-9beb-4a77f21710a0,6a43bb9a-fad9-594b-acc1-b1d420215e37,L10,LOWER,10,1,true,2025-02-01T09:00:00+05:30
c2901b00-6570-51a3-a7b1-0637f9e27fff,6a43bb9a-fad9-594b-acc1-b1d420215e37,L11,LOWER,11,1,true,2025-02-01T09:00:00+05:30
c130d066-56a5-5c93-892a-3767de6e0685,6a43bb9a-fad9-594b-acc1-b1d420215e37,L12,LOWER,12,1,true,2025-02-01T09:00:00+05:30
44a051e8-d8e3-5495-899c-e1faf5bfd844,6a43bb9a-fad9-594b-acc1-b1d420215e37,L13,LOWER,13,1,true,2025-02-01T09:00:00+05:30
e0c5b956-163c-5a0c-8918-57ef1e444a55,6a43bb9a-fad9-594b-acc1-b1d420215e37,L14,LOWER,14,1,true,2025-02-01T09:00:00+05:30
aebd4639-eb71-570f-a608-732f15855351,6a43bb9a-fad9-594b-acc1-b1d420215e37,L15,LOWER,15,1,true,2025-02-01T09:00:00+05:30
7a69b2d8-95c2-5042-b7cd-75f592108243,6a43bb9a-fad9-594b-acc1-b1d420215e37,L16,LOWER,16,1,true,2025-02-01T09:00:00+05:30
8554dca6-7a87-5ba8-8246-5a5eeaed929e,6a43bb9a-fad9-594b-acc1-b1d420215e37,U1,UPPER,1,2,true,2025-02-01T09:00:00+05:30
c090d659-01e2-54c7-87b7-d60d5a493d72,6a43bb9a-fad9-594b-acc1-b1d420215e37,U2,UPPER,2,2,true,2025-02-01T09:00:00+05:30
ff988548-dfd3-53ee-8384-e8dcafb36154,6a43bb9a-fad9-594b-acc1-b1d420215e37,U3,UPPER,3,2,true,2025-02-01T09:00:00+05:30
7d1b9cea-daed-5bf1-9195-5d2ae868283f,6a43bb9a-fad9-594b-acc1-b1d420215e37,U4,UPPER,4,2,true,2025-02-01T09:00:00+05:30
c2c0b225-c0ee-5194-bc39-e3eeb76cd44a,6a43bb9a-fad9-594b-acc1-b1d420215e37,U5,UPPER,5,2,true,2025-02-01T09:00:00+05:30
0e84bbde-5019-5a6c-83dd-a76b838076b2,6a43bb9a-fad9-594b-acc1-b1d420215e37,U6,UPPER,6,2,true,2025-02-01T09:00:00+05:30
2f5d104a-f3ae-5ccc-8199-d0d3ec43f53b,6a43bb9a-fad9-594b-acc1-b1d420215e37,U7,UPPER,7,2,true,2025-02-01T09:00:00+05:30
e7e47bd2-b26d-566a-99f9-1c2ab082df51,6a43bb9a-fad9-594b-acc1-b1d420215e37,U8,UPPER,8,2,true,2025-02-01T09:00:00+05:30
27610140-5d2b-5656-b304-2131442ce460,6a43bb9a-fad9-594b-acc1-b1d420215e37,U9,UPPER,9,2,true,2025-02-01T09:00:00+05:30
18068dee-b4da-5ca9-9730-4107de1f7dcc,6a43bb9a-fad9-594b-acc1-b1d420215e37,U10,UPPER,10,2,true,2025-02-01T09:00:00+05:30
1c5f8257-2a6a-5ed2-a3e9-7b6c97af85f7,6a43bb9a-fad9-594b-acc1-b1d420215e37,U11,UPPER,11,2,true,2025-02-01T09:00:00+05:30
68256f5f-90de-53d4-8f6f-f5b7ea086d02,6a43bb9a-fad9-594b-acc1-b1d420215e37,U12,UPPER,12,2,true,2025-02-01T09:00:00+05:30
72fa8055-0d04-516b-afdb-c47f33ae13ea,6a43bb9a-fad9-594b-acc1-b1d420215e37,U13,UPPER,13,2,true,2025-02-01T09:00:00+05:30
7a918597-9993-5bc0-8db5-13f6fad769e2,6a43bb9a-fad9-594b-acc1-b1d420215e37,U14,UPPER,14,2,true,2025-02-01T09:00:00+05:30
c84d94ae-1518-5f85-bf97-f6f7d7f81917,6a43bb9a-fad9-594b-acc1-b1d420215e37,U15,UPPER,15,2,true,2025-02-01T09:00:00+05:30
702ca920-67b4-5edf-ba20-ab5702990cea,6a43bb9a-fad9-594b-acc1-b1d420215e37,U16,UPPER,16,2,true,2025-02-01T09:00:00+05:30
2786a419-80f1-5c94-9b77-c828eaa1d82c,270ca755-76e8-5c5d-9b84-334ecbfc2e79,1A,SEATER,1,1,true,2025-02-01T09:00:00+05:30
baf79bd5-6110-5cf9-a796-631d389597b5,270ca755-76e8-5c5d-9b84-334ecbfc2e79,1B,SEATER,1,2,true,2025-02-01T09:00:00+05:30
350da82c-beeb-52a7-8889-4aeee036dc68,270ca755-76e8-5c5d-9b84-334ecbfc2e79,1C,SEATER,1,3,true,2025-02-01T09:00:00+05:30
28f60974-6316-57c2-b5a8-519f54720c4b,270ca755-76e8-5c5d-9b84-334ecbfc2e79,1D,SEATER,1,4,true,2025-02-01T09:00:00+05:30
b0d38de1-0c6d-5ea8-a8bb-424efa49f751,270ca755-76e8-5c5d-9b84-334ecbfc2e79,2A,SEATER,2,1,true,2025-02-01T09:00:00+05:30
bfd8e283-88ae-5d53-a0d9-d1b9139276c0,270ca755-76e8-5c5d-9b84-334ecbfc2e79,2B,SEATER,2,2,true,2025-02-01T09:00:00+05:30
7b5bcf1b-eab3-5652-b8c6-950eb2ac6bb4,270ca755-76e8-5c5d-9b84-334ecbfc2e79,2C,SEATER,2,3,true,2025-02-01T09:00:00+05:30
15056828-a794-5ecd-b65b-17104e3dfe8b,270ca755-76e8-5c5d-9b84-334ecbfc2e79,2D,SEATER,2,4,true,2025-02-01T09:00:00+05:30
f68d670b-0f06-57d7-a289-1e46f4ad2a67,270ca755-76e8-5c5d-9b84-334ecbfc2e79,3A,SEATER,3,1,true,2025-02-01T09:00:00+05:30
e78b2380-afd4-5af0-942a-096824cd76b2,270ca755-76e8-5c5d-9b84-334ecbfc2e79,3B,SEATER,3,2,true,2025-02-01T09:00:00+05:30
10840f2e-926b-55fb-bdf4-37af96137c2b,270ca755-76e8-5c5d-9b84-334ecbfc2e79,3C,SEATER,3,3,true,2025-02-01T09:00:00+05:30
aaed0eb4-cf9b-5e81-8811-cd0c61dd0fd8,270ca755-76e8-5c5d-9b84-334ecbfc2e79,3D,SEATER,3,4,true,2025-02-01T09:00:00+05:30
11ebeca8-efce-5b2f-9f00-d4c84f0b6707,270ca755-76e8-5c5d-9b84-334ecbfc2e79,4A,SEATER,4,1,true,2025-02-01T09:00:00+05:30
2a23f4ba-187b-56e3-8ceb-6a3aa2c0269a,270ca755-76e8-5c5d-9b84-334ecbfc2e79,4B,SEATER,4,2,true,2025-02-01T09:00:00+05:30
4c6bddd7-7866-59e3-9099-260921e8c72d,270ca755-76e8-5c5d-9b84-334ecbfc2e79,4C,SEATER,4,3,true,2025-02-01T09:00:00+05:30
1d464c0f-1a97-53db-b327-d4ece3c9c0f0,270ca755-76e8-5c5d-9b84-334ecbfc2e79,4D,SEATER,4,4,true,2025-02-01T09:00:00+05:30
cf66c3d5-af14-5d95-856b-1b6e692069eb,270ca755-76e8-5c5d-9b84-334ecbfc2e79,5A,SEATER,5,1,true,2025-02-01T09:00:00+05:30
82714183-b8ae-557d-926d-52ac92f70659,270ca755-76e8-5c5d-9b84-334ecbfc2e79,5B,SEATER,5,2,true,2025-02-01T09:00:00+05:30
c512ad64-1bb8-5add-937f-5845b645bfac,270ca755-76e8-5c5d-9b84-334ecbfc2e79,5C,SEATER,5,3,true,2025-02-01T09:00:00+05:30
f3bbde69-6e69-5c31-a012-5f6bb146c237,270ca755-76e8-5c5d-9b84-334ecbfc2e79,5D,SEATER,5,4,true,2025-02-01T09:00:00+05:30
47980b95-2d5c-5f3f-b7f6-d4a27dd79f03,270ca755-76e8-5c5d-9b84-334ecbfc2e79,6A,SEATER,6,1,true,2025-02-01T09:00:00+05:30
09a75e43-d4dd-581f-b4b4-a5bc5a21eab2,270ca755-76e8-5c5d-9b84-334ecbfc2e79,6B,SEATER,6,2,true,2025-02-01T09:00:00+05:30
cc4d695a-d1a7-5931-a327-324aba031be5,270ca755-76e8-5c5d-9b84-334ecbfc2e79,6C,SEATER,6,3,true,2025-02-01T09:00:00+05:30
59158eb8-b38f-5804-963d-d86a787e6544,270ca755-76e8-5c5d-9b84-334ecbfc2e79,6D,SEATER,6,4,true,2025-02-01T09:00:00+05:30
2e49eccf-8af1-59ec-9c84-f2982b691bb8,270ca755-76e8-5c5d-9b84-334ecbfc2e79,7A,SEATER,7,1,true,2025-02-01T09:00:00+05:30
8532fc6c-cf70-52a8-8ec0-7999363cafd6,270ca755-76e8-5c5d-9b84-334ecbfc2e79,7B,SEATER,7,2,true,2025-02-01T09:00:00+05:30
a10b6603-95cd-5d11-b405-9d959a44145f,270ca755-76e8-5c5d-9b84-334ecbfc2e79,7C,SEATER,7,3,true,2025-02-01T09:00:00+05:30
b7722d2f-24b2-5714-88cd-d8cd41bb88eb,270ca755-76e8-5c5d-9b84-334ecbfc2e79,7D,SEATER,7,4,true,2025-02-01T09:00:00+05:30
6dbdab64-46b3-582d-88ad-74d6cc770573,270ca755-76e8-5c5d-9b84-334ecbfc2e79,8A,SEATER,8,1,true,2025-02-01T09:00:00+05:30
496c38ae-6aa5-5217-be97-95d8eb6f132a,270ca755-76e8-5c5d-9b84-334ecbfc2e79,8B,SEATER,8,2,true,2025-02-01T09:00:00+05:30
0966842e-d5c4-5e08-ab43-c738d72a568a,270ca755-76e8-5c5d-9b84-334ecbfc2e79,8C,SEATER,8,3,true,2025-02-01T09:00:00+05:30
8c13f6a6-c802-57ee-b4aa-fcd397a68a64,270ca755-76e8-5c5d-9b84-334ecbfc2e79,8D,SEATER,8,4,true,2025-02-01T09:00:00+05:30
882c1f85-6ff9-53e5-9bec-f4d6dccca23e,270ca755-76e8-5c5d-9b84-334ecbfc2e79,9A,SEATER,9,1,true,2025-02-01T09:00:00+05:30
bde5868f-5f7d-5a8b-87eb-26467f4e722c,270ca755-76e8-5c5d-9b84-334ecbfc2e79,9B,SEATER,9,2,true,2025-02-01T09:00:00+05:30
5b1c51af-65f5-5290-99d6-652f06206e52,270ca755-76e8-5c5d-9b84-334ecbfc2e79,9C,SEATER,9,3,true,2025-02-01T09:00:00+05:30
5804491c-e2e5-5991-887c-6eb872bee75d,270ca755-76e8-5c5d-9b84-334ecbfc2e79,9D,SEATER,9,4,true,2025-02-01T09:00:00+05:30
275c5836-871a-51e5-afb3-40791145913f,270ca755-76e8-5c5d-9b84-334ecbfc2e79,10A,SEATER,10,1,true,2025-02-01T09:00:00+05:30
1349bd3c-7746-5666-ae84-52ff91bce49c,270ca755-76e8-5c5d-9b84-334ecbfc2e79,10B,SEATER,10,2,true,2025-02-01T09:00:00+05:30
68b5b92b-7e90-5f1d-894c-23e34611773c,270ca755-76e8-5c5d-9b84-334ecbfc2e79,10C,SEATER,10,3,true,2025-02-01T09:00:00+05:30
e0c6a015-13aa-55a2-b122-466fdda41593,270ca755-76e8-5c5d-9b84-334ecbfc2e79,10D,SEATER,10,4,true,2025-02-01T09:00:00+05:30
47b05452-10b2-565d-ba4b-167be554af5b,b7eb2341-0dff-56b1-abc8-49a9890cfae0,1A,SEATER,1,1,true,2025-02-01T09:00:00+05:30
442d704e-82b4-5196-b546-7b853fe34817,b7eb2341-0dff-56b1-abc8-49a9890cfae0,1B,SEATER,1,2,true,2025-02-01T09:00:00+05:30
5751562b-8e28-506c-8d72-5e7fad683ae0,b7eb2341-0dff-56b1-abc8-49a9890cfae0,1C,SEATER,1,3,true,2025-02-01T09:00:00+05:30
004253b9-f3cb-5f5f-b924-87325392ded6,b7eb2341-0dff-56b1-abc8-49a9890cfae0,1D,SEATER,1,4,true,2025-02-01T09:00:00+05:30
50bf4af8-7727-5563-bafb-4c8d4ab45f87,b7eb2341-0dff-56b1-abc8-49a9890cfae0,2A,SEATER,2,1,true,2025-02-01T09:00:00+05:30
219c6f78-97a0-59be-ba27-d5a3d6df402c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,2B,SEATER,2,2,true,2025-02-01T09:00:00+05:30
8d7fd144-2712-5201-9e9a-9e1cbb679fc7,b7eb2341-0dff-56b1-abc8-49a9890cfae0,2C,SEATER,2,3,true,2025-02-01T09:00:00+05:30
7122587d-ffd8-5d0b-92d8-3ca873499b50,b7eb2341-0dff-56b1-abc8-49a9890cfae0,2D,SEATER,2,4,true,2025-02-01T09:00:00+05:30
9b3ab3af-de84-5cd5-8b01-06ac66168e9b,b7eb2341-0dff-56b1-abc8-49a9890cfae0,3A,SEATER,3,1,true,2025-02-01T09:00:00+05:30
bd7b82c9-185c-5705-a270-b66912646b5d,b7eb2341-0dff-56b1-abc8-49a9890cfae0,3B,SEATER,3,2,true,2025-02-01T09:00:00+05:30
738a1c22-5229-56cf-8d99-b0825e6375fa,b7eb2341-0dff-56b1-abc8-49a9890cfae0,3C,SEATER,3,3,true,2025-02-01T09:00:00+05:30
af5728f4-b8c4-58bb-8054-c1e62806ab00,b7eb2341-0dff-56b1-abc8-49a9890cfae0,3D,SEATER,3,4,true,2025-02-01T09:00:00+05:30
8ae4abca-2a8f-5e64-82dd-312cea2be80f,b7eb2341-0dff-56b1-abc8-49a9890cfae0,4A,SEATER,4,1,true,2025-02-01T09:00:00+05:30
c2afc49d-8a53-5d6b-af18-69950845daac,b7eb2341-0dff-56b1-abc8-49a9890cfae0,4B,SEATER,4,2,true,2025-02-01T09:00:00+05:30
bee74ec9-0b43-57c9-841a-067c46b80f2e,b7eb2341-0dff-56b1-abc8-49a9890cfae0,4C,SEATER,4,3,true,2025-02-01T09:00:00+05:30
46f5e233-6292-5e3d-8587-c4a866619c0b,b7eb2341-0dff-56b1-abc8-49a9890cfae0,4D,SEATER,4,4,true,2025-02-01T09:00:00+05:30
dab27a98-7310-5b2d-b078-de817cec6de6,b7eb2341-0dff-56b1-abc8-49a9890cfae0,5A,SEATER,5,1,true,2025-02-01T09:00:00+05:30
3de1ef46-deca-53dc-960d-e00e403ef66d,b7eb2341-0dff-56b1-abc8-49a9890cfae0,5B,SEATER,5,2,true,2025-02-01T09:00:00+05:30
aebb6cf9-4441-5003-b324-ca80151b35a8,b7eb2341-0dff-56b1-abc8-49a9890cfae0,5C,SEATER,5,3,true,2025-02-01T09:00:00+05:30
356f7fab-5f3d-53d2-990e-32c257d0b19c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,5D,SEATER,5,4,true,2025-02-01T09:00:00+05:30
782b5e31-dc6c-5c73-aa33-91890b51b94c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,6A,SEATER,6,1,true,2025-02-01T09:00:00+05:30
157ebde6-318c-5c18-81d9-b2d5df50c8b9,b7eb2341-0dff-56b1-abc8-49a9890cfae0,6B,SEATER,6,2,true,2025-02-01T09:00:00+05:30
64983b6b-5d48-5e7b-9454-64e382d23bb6,b7eb2341-0dff-56b1-abc8-49a9890cfae0,6C,SEATER,6,3,true,2025-02-01T09:00:00+05:30
bd284863-703a-5fdf-a4ef-7b7c2196358b,b7eb2341-0dff-56b1-abc8-49a9890cfae0,6D,SEATER,6,4,true,2025-02-01T09:00:00+05:30
f0343cb6-b7be-5e66-a2c2-ac7b2e423c14,b7eb2341-0dff-56b1-abc8-49a9890cfae0,7A,SEATER,7,1,true,2025-02-01T09:00:00+05:30
e9696c83-768d-5aad-abbc-1d838c8611f7,b7eb2341-0dff-56b1-abc8-49a9890cfae0,7B,SEATER,7,2,true,2025-02-01T09:00:00+05:30
167f7ccf-ed18-593a-99b4-fc048d50b333,b7eb2341-0dff-56b1-abc8-49a9890cfae0,7C,SEATER,7,3,true,2025-02-01T09:00:00+05:30
5ddf16a8-bc16-552e-95eb-31f50bd146bb,b7eb2341-0dff-56b1-abc8-49a9890cfae0,7D,SEATER,7,4,true,2025-02-01T09:00:00+05:30
5c160fcd-d998-5ae1-9eb5-30ebdec470a1,b7eb2341-0dff-56b1-abc8-49a9890cfae0,8A,SEATER,8,1,true,2025-02-01T09:00:00+05:30
42a14e1b-54c1-5e75-99a5-aa2dead28f2c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,8B,SEATER,8,2,true,2025-02-01T09:00:00+05:30
8dc050a3-261f-5601-9fe2-6c59346ad98e,b7eb2341-0dff-56b1-abc8-49a9890cfae0,8C,SEATER,8,3,true,2025-02-01T09:00:00+05:30
29cc8118-9ac8-5fc5-ae3f-60c794c2cef7,b7eb2341-0dff-56b1-abc8-49a9890cfae0,8D,SEATER,8,4,true,2025-02-01T09:00:00+05:30
af1fa0e6-562a-5adb-b133-7958beca4400,b7eb2341-0dff-56b1-abc8-49a9890cfae0,9A,SEATER,9,1,true,2025-02-01T09:00:00+05:30
4ddffd6c-04fe-5239-9111-038ad787a82c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,9B,SEATER,9,2,true,2025-02-01T09:00:00+05:30
9637cc2b-1b50-542e-8e0e-f3d68c189331,b7eb2341-0dff-56b1-abc8-49a9890cfae0,9C,SEATER,9,3,true,2025-02-01T09:00:00+05:30
b2e4b1d4-5351-5d0a-8b4c-2be4ead2b723,b7eb2341-0dff-56b1-abc8-49a9890cfae0,9D,SEATER,9,4,true,2025-02-01T09:00:00+05:30
2793ac91-5f1e-5971-82af-373bbfa5bb9b,b7eb2341-0dff-56b1-abc8-49a9890cfae0,10A,SEATER,10,1,true,2025-02-01T09:00:00+05:30
fe8388dc-1411-56de-bdf8-fb659de03381,b7eb2341-0dff-56b1-abc8-49a9890cfae0,10B,SEATER,10,2,true,2025-02-01T09:00:00+05:30
2aea3e59-bee5-594e-b898-e9bd00185655,b7eb2341-0dff-56b1-abc8-49a9890cfae0,10C,SEATER,10,3,true,2025-02-01T09:00:00+05:30
5e1d58d3-aa7e-522c-836b-41217f5f4c1c,b7eb2341-0dff-56b1-abc8-49a9890cfae0,10D,SEATER,10,4,true,2025-02-01T09:00:00+05:30
e56a7575-5d7e-53d6-8819-0565c0c87c58,b7eb2341-0dff-56b1-abc8-49a9890cfae0,11A,SEATER,11,1,true,2025-02-01T09:00:00+05:30
87401a01-8bdd-5473-bce4-e9c772b81fe0,b7eb2341-0dff-56b1-abc8-49a9890cfae0,11B,SEATER,11,2,true,2025-02-01T09:00:00+05:30
e05a0603-719c-54bd-b05a-de2191003389,b7eb2341-0dff-56b1-abc8-49a9890cfae0,11C,SEATER,11,3,true,2025-02-01T09:00:00+05:30
1e23d63e-3567-5ddd-8ed9-065b66c67ee2,b7eb2341-0dff-56b1-abc8-49a9890cfae0,11D,SEATER,11,4,true,2025-02-01T09:00:00+05:30
82b1b593-33fc-5819-93ef-1ae86ef05bac,b7eb2341-0dff-56b1-abc8-49a9890cfae0,12A,SEATER,12,1,true,2025-02-01T09:00:00+05:30
c04f869b-e771-57e8-8cd0-3d096c1d1174,b7eb2341-0dff-56b1-abc8-49a9890cfae0,12B,SEATER,12,2,true,2025-02-01T09:00:00+05:30
ce6ba210-1dc4-5ed5-8379-2e519e276f45,b7eb2341-0dff-56b1-abc8-49a9890cfae0,12C,SEATER,12,3,true,2025-02-01T09:00:00+05:30
c3008cb9-80f6-5672-b8f7-60802b28a739,b7eb2341-0dff-56b1-abc8-49a9890cfae0,12D,SEATER,12,4,true,2025-02-01T09:00:00+05:30
106472e7-3ba8-5684-8f42-ce0378dfb325,31122525-c54c-5867-896f-1a46d37973a9,1A,SEATER,1,1,true,2025-02-01T09:00:00+05:30
8f68ab1e-5f38-578b-a84b-0b4965c754e6,31122525-c54c-5867-896f-1a46d37973a9,1B,SEATER,1,2,true,2025-02-01T09:00:00+05:30
6b7f06b3-3d5a-590d-b2f5-fb652b67da2c,31122525-c54c-5867-896f-1a46d37973a9,1C,SEATER,1,3,true,2025-02-01T09:00:00+05:30
206e0cbd-d24e-5717-b702-142b910163bf,31122525-c54c-5867-896f-1a46d37973a9,1D,SEATER,1,4,true,2025-02-01T09:00:00+05:30
3111b322-4bec-5e92-ad84-7e23a66d876d,31122525-c54c-5867-896f-1a46d37973a9,2A,SEATER,2,1,true,2025-02-01T09:00:00+05:30
f27fefbe-93ea-562b-a489-88b0785f41dc,31122525-c54c-5867-896f-1a46d37973a9,2B,SEATER,2,2,true,2025-02-01T09:00:00+05:30
423f45ac-30d2-5aea-9598-90a54d8a03f0,31122525-c54c-5867-896f-1a46d37973a9,2C,SEATER,2,3,true,2025-02-01T09:00:00+05:30
1445d446-1e7d-5f42-a4a9-07c331e8b7c1,31122525-c54c-5867-896f-1a46d37973a9,2D,SEATER,2,4,true,2025-02-01T09:00:00+05:30
0658f89f-1d5f-58f2-b611-39af3d958fa0,31122525-c54c-5867-896f-1a46d37973a9,3A,SEATER,3,1,true,2025-02-01T09:00:00+05:30
92a08c40-3dae-5010-aa12-b2c4df7c3d40,31122525-c54c-5867-896f-1a46d37973a9,3B,SEATER,3,2,true,2025-02-01T09:00:00+05:30
03733879-923a-5276-a072-9e3080618e65,31122525-c54c-5867-896f-1a46d37973a9,3C,SEATER,3,3,true,2025-02-01T09:00:00+05:30
a3ed531b-2fca-5d6e-894f-0b072c5cd231,31122525-c54c-5867-896f-1a46d37973a9,3D,SEATER,3,4,true,2025-02-01T09:00:00+05:30
6a264a47-6fc1-5c0c-ab66-f71c35395c16,31122525-c54c-5867-896f-1a46d37973a9,4A,SEATER,4,1,true,2025-02-01T09:00:00+05:30
